DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-05_beckymcclain8_638,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID
638 - DIABETES W CC,110035,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,41,25386.6,5443.9,3824.82,443,USCGeocoder,62.4757,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroid,,,1,33.9687433385281,-84.5512462088572,Exact,TwoThousandTen,,0120,,91926,0,12060,2050,2,0306.02,067,13,1,ResidenceStreetAddress,677,,,CHURCH,ST,,,,,,MARIETTA,GA,30060,,,,,,,,,,,,,,,,,,677,,,CHURCH,ST,,,,,,MARIETTA,GA,30060,,,,,,,,,,,,677,,,CHURCH,ST,,,,Marietta,GA,30060,,,,,,,,,,,,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2016,,,ParcelID,137094,,,,,,0
638 - DIABETES W CC,110036,MEMORIAL HEALTH UNIV MED CEN INC,4700 WATERS AVENUE,SAVANNAH,GA,31403,GA - Savannah,57,17304.96,5820.77,4821.45,444,USCGeocoder,171.8727,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2927.24444109586,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,32.0323410546481,-81.0915354373722,Relaxed,TwoThousandTen,69000,7520,,92712,0,42340,3008,3,0035.01,051,13,1,ResidenceStreetAddress,4700,,,WATERS,AVE,,,,,,SAVANNAH,GA,31403,,,,,,,,,,,,,,,,,,4700,,,WATERS,AVE,,,,,,SAVANNAH,GA,31403,,,,,,,,,,,,4600-4798,,,Waters,Ave,,,,Savannah,GA,31404,,,,,,,,,,Savannah,Chatham,2927.24,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,6190257,,,,,,0
638 - DIABETES W CC,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,FL - Tallahassee,13,15931.3,4645.23,3868.92,445,USCGeocoder,109.3572,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3664.89672474563,LinearInterpolationAddressRange,StreetSegment,80.7692307692308,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,30.8227867549875,-83.9725375562447,Relaxed;Soundex,TwoThousandTen,76224,,,93012,1,45620,3001,3,9609.00,275,13,1,ResidenceStreetAddress,915,,,GORDON AVENUE,DR,,UNIT,& MIMOSA,,,THOMASVILLE,GA,31792,,,,,,,,,,,,,,,,,,915,,,GORDON AVENUE,DR,,UNIT,& MIMOSA,,,THOMASVILLE,GA,31792,,,,,,,,,,,,999-901,,,Gordon,Ave,,,,Thomasville,GA,31792,,,,,,,,,,Thomasville,Thomas,3664.9,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,639462512,,,,,,0
638 - DIABETES W CC,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,GA - Savannah,19,15787.52,4444.21,3393.15,446,USCGeocoder,125.0022,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,31.9855167,-81.1552114,Relaxed,TwoThousandTen,69000,7520,,92712,0,42340,2006,2,0042.08,051,13,1,ResidenceStreetAddress,11705,,,MERCY,BLVD,,,,,,SAVANNAH,GA,31419,,,,,,,,,,,,,,,,,,11705,,,MERCY,BLVD,,,,,,SAVANNAH,GA,31419,,,,,,,,,,,,11705,,,MERCY,BLVD,,,,chatham,GA,31419,,,,,,,,,,,Chatham,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,366143,,,,,,0
638 - DIABETES W CC,110046,WALTON REGIONAL MEDICAL CENTER,330 ALCOVY STREET,MONROE,GA,30655,GA - Atlanta,12,15021.75,5126.16,4657.16,447,USCGeocoder,109.3777,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3400.69435356313,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,33.7821372873462,-83.7172020292719,Exact,TwoThousandTen,52192,0520,,92046,0,12060,2033,2,1107.00,297,13,1,ResidenceStreetAddress,330,,,ALCOVY,ST,,,,,,MONROE,GA,30655,,,,,,,,,,,,,,,,,,330,,,ALCOVY,ST,,,,,,MONROE,GA,30655,,,,,,,,,,,,398-330,,,Alcovy,St,,,,Monroe,GA,30655,,,,,,,,,,Monroe,Walton,3400.69,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,77622538,,,,,,0
638 - DIABETES W CC,110054,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,ROME,GA,30162,GA - Rome,36,20775.3,5710.8,4990.25,448,USCGeocoder,109.3712,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3497.12572381861,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,34.260311215225,-85.1805380371916,Relaxed,TwoThousandTen,66668,,,92586,0,40660,1057,1,0011.00,115,13,1,ResidenceStreetAddress,304,,,TURNER MCCALL,BLVD,,,,,,ROME,GA,30162,,,,,,,,,,,,,,,,,,304,,,TURNER MCCALL,BLVD,,,,,,ROME,GA,30162,,,,,,,,,,,,300-398,,,Turner McCall,Blvd,,,,Rome,GA,30165,,,,,,,,,,Rome,Floyd,3497.13,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,30675796,,,,,,0
638 - DIABETES W CC,110064,MEDICAL CENTER THE,710 CENTER ST BOX 951,COLUMBUS,GA,31901,GA - Columbus,23,15554.6,6213.21,5331.47,449,USCGeocoder,124.9986,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3784.34550777642,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,32.4812769050864,-84.9831300086784,Exact,TwoThousandTen,19000,1800,,90753,0,17980,2045,2,0111.00,215,13,1,ResidenceStreetAddress,710,,,CENTER,ST,,,,,,COLUMBUS,GA,31901,,,,,,,,,,,,,,,,,,710,,,CENTER,ST,,,,,,COLUMBUS,GA,31901,,,,,,,,,,,,700-798,,,Center,St,,,,Columbus,GA,31901,,,,,,,,,,Columbus West,Muscogee,3784.35,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,98937744,,,,,,0
638 - DIABETES W CC,110069,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,GA - Macon,38,13729.6,4911.02,4259.86,450,USCGeocoder,109.38,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4475.5132043793,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,32.618119999238,-83.6304639824679,Exact,TwoThousandTen,,0120,,93252,0,47580,2005,2,0209.00,153,13,1,ResidenceStreetAddress,1601,,,WATSON,BLVD,,,,,,WARNER ROBINS,GA,31093,,,,,,,,,,,,,,,,,,1601,,,WATSON,BLVD,,,,,,WARNER ROBINS,GA,31093,,,,,,,,,,,,1559-1651,,,Watson,Blvd,,,,Warner Robins,GA,31093,,,,,,,,,,Warner Robins,Houston,4475.51,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,91218507,,,,,,0
638 - DIABETES W CC,110071,APPLING HOSPITAL,163 E TOLLISON STREET,BAXLEY,GA,31513,GA - Savannah,11,22286,5163.18,4854.45,451,USCGeocoder,109.3776,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4730.38930455502,LinearInterpolationAddressRange,StreetSegment,97.9289940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,31.7690765327078,-82.3565676965926,Relaxed,TwoThousandTen,,0120,,90240,,,1052,1,9503.00,001,13,1,ResidenceStreetAddress,163,,E,TOLLISON,ST,,,,,,BAXLEY,GA,31513,,,,,,,,,,,,,,,,,,163,,E,TOLLISON,ST,,,,,,BAXLEY,GA,31513,,,,,,,,,,,,399-101,,,Tollison,St,,,,Baxley,GA,31513,,,,,,,,,,Baxley,Appling,4730.39,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,4462764,,,,,,0
638 - DIABETES W CC,110074,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,GA - Atlanta,31,12867.58,5038.61,4531.51,452,USCGeocoder,93.7625,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.9611807,-83.3983216,Exact,TwoThousandTen,03440,0500,,90138,0,12020,3001,3,0018.00,059,13,1,ResidenceStreetAddress,1199,,,PRINCE,AVE,,,,,,ATHENS,GA,30606,,,,,,,,,,,,,,,,,,1199,,,PRINCE,AVE,,,,,,ATHENS,GA,30606,,,,,,,,,,,,1199,,,PRINCE,AVE,,,,Athens,GA,30606,,,,,,,,,,,Clarke,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,977549,,,,,,0
638 - DIABETES W CC,110075,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,30458,GA - Savannah,15,19216.86,5357.6,4571.6,453,USCGeocoder,93.7386,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4993.15132563055,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,32.4168550825208,-81.7698822182445,Exact,TwoThousandTen,73256,,,92844,1,44340,3000,3,1104.03,031,13,1,ResidenceStreetAddress,1499,,,FAIR,RD,,,,,,STATESBORO,GA,30458,,,,,,,,,,,,,,,,,,1499,,,FAIR,RD,,,,,,STATESBORO,GA,30458,,,,,,,,,,,,1499-1451,,,Fair,Rd,,,,Statesboro,GA,30458,,,,,,,,,,Statesboro,Bulloch,4993.15,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,642619409,,,,,,0
638 - DIABETES W CC,110076,DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,DECATUR,GA,30033,GA - Atlanta,49,12299.24,5538.65,4849.51,454,USCGeocoder,93.7295,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.7903543,-84.2823193,Exact,TwoThousandTen,56112,0520,,90150,0,12060,1021,1,0222.03,089,13,1,ResidenceStreetAddress,2701,,N,DECATUR,RD,,,,,,DECATUR,GA,30033,,,,,,,,,,,,,,,,,,2701,,N,DECATUR,RD,,,,,,DECATUR,GA,30033,,,,,,,,,,,,2701,,N,DECATUR,RD,,,,DECATUR,GA,30033,,,,,,,,,,,Dekalb,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1605785,,,,,,0
638 - DIABETES W CC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,33,10155.21,5600.42,4858.21,455,USCGeocoder,156.2217,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.7692924,-84.385541,Exact,TwoThousandTen,04000,0520,,90144,0,12060,2008,2,0019.00,121,13,1,ResidenceStreetAddress,550,,,PEACHTREE,ST,NE,,,,,ATLANTA,GA,30308,,,,,,,,,,,,,,,,,,550,,,PEACHTREE,ST,NE,,,,,ATLANTA,GA,30308,,,,,,,,,,,,550,,,PEACHTREE,ST,NE,,,ATLANTA,GA,30308,,,,,,,,,,,FULTON,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,657066,,,,,,0
638 - DIABETES W CC,110079,GRADY MEMORIAL HOSPITAL,80 JESSE HILL JR DRIVE SE,ATLANTA,GA,30303,GA - Atlanta,74,17273.62,7567.51,6807.83,456,USCGeocoder,109.3537,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.7516821,-84.381986,Exact,TwoThousandTen,04000,0520,,90144,0,12060,2069,2,0119.00,121,13,1,ResidenceStreetAddress,80,,,JESSE HILL JR,DR,SE,,,,,ATLANTA,GA,30303,,,,,,,,,,,,,,,,,,80,,,JESSE HILL JR,DR,SE,,,,,ATLANTA,GA,30303,,,,,,,,,,,,80,,,JESSE HILL JR,DR,SE,,,ATLANTA,GA,30303,,,,,,,,,,,FULTON,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,804201,,,,,,0
638 - DIABETES W CC,110082,SAINT JOSEPH'S HOSPITAL OF ATLANTA INC,5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,16,15136.37,4505.12,3593.37,457,USCGeocoder,109.3393,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.9089384,-84.3497565,Relaxed,TwoThousandTen,68516,0520,,90144,0,12060,1005,1,0101.15,121,13,1,ResidenceStreetAddress,5665,,,PEACHTREE DUNWOODY,RD,,,,,,ATLANTA,GA,30342,,,,,,,,,,,,,,,,,,5665,,,PEACHTREE DUNWOODY,RD,,,,,,ATLANTA,GA,30342,,,,,,,,,,,,5665,,,PEACHTREE DUNWOODY,RD,,,,sandy springs,GA,30342,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,901667,,,,,,0
638 - DIABETES W CC,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,33,20302.51,4932.75,3679.21,458,USCGeocoder,124.9667,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,33.810004,-84.3958365,Exact,TwoThousandTen,04000,0520,,90144,0,12060,3006,3,0091.01,121,13,1,ResidenceStreetAddress,1968,,,PEACHTREE,RD,NW,,,,,ATLANTA,GA,30309,,,,,,,,,,,,,,,,,,1968,,,PEACHTREE,RD,NW,,,,,ATLANTA,GA,30309,,,,,,,,,,,,1968,,,PEACHTREE,RD,NW,,,Atlanta,GA,30309,,,,,,,,,,,Fulton,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2238905,,,,,,0
638 - DIABETES W CC,110087,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GA - Atlanta,26,12342.5,5593.46,4024.92,459,USCGeocoder,140.5914,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,57207807.4644489,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,33.9312478057627,-83.9300030861067,Relaxed;Soundex,TwoThousandTen,,0120,,91704,0,12060,1016,1,0505.46,135,13,4,ResidenceZIP,1000,,,MEDICAL CENTER,BLVD,,,,,,LAWRENCEVILLE,GA,30045,,,,,,,,,,,,,,,,,,1000,,,MEDICAL CENTER,BLVD,,,,,,LAWRENCEVILLE,GA,30045,,,,,,,,,,,,,,,,,,,,,GA,30045,,,,,,,,,,,,57207807.46,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,30045,,,,,,0
638 - DIABETES W CC,110089,COFFEE REGIONAL MEDICAL CENTER,1101 OCILLA ROAD,DOUGLAS,GA,31533,FL - Jacksonville,36,11240.22,4333.77,3680.55,460,USCGeocoder,109.3644,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9639.5651946782,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,31.511271058934,-82.867691442138,Exact,TwoThousandTen,23872,,,90972,1,20060,3089,3,0105.00,069,13,1,ResidenceStreetAddress,1101,,,OCILLA,RD,,,,,,DOUGLAS,GA,31533,,,,,,,,,,,,,,,,,,1101,,,OCILLA,RD,,,,,,DOUGLAS,GA,31533,,,,,,,,,,,,1005-1399,,,Ocilla,Rd,,,,Douglas,GA,31533,,,,,,,,,,Douglas,Coffee,9639.57,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,642625681,,,,,,0
638 - DIABETES W CC,110091,ROCKDALE MEDICAL CENTER,1412 MILSTEAD AVENUE NE,CONYERS,GA,30012,GA - Atlanta,17,17985.52,5452.41,4790.29,461,USCGeocoder,46.8342,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,63677.5745391846,ArealInterpolationGeometricCentroid,Parcel,97.6331360946746,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,33.6807832749025,-84.0019144700616,Relaxed,TwoThousandTen,,0120,,90774,0,12060,2010,2,0603.08,247,13,1,ResidenceStreetAddress,1412,,,MILSTEAD,AVE,NE,,,,,CONYERS,GA,30012,,,,,,,,,,,,,,,,,,1412,,,MILSTEAD,AVE,NE,,,,,CONYERS,GA,30012,,,,,,,,,,,,1412,,,MILSTEAD,AVE,,,,Conyers,GA,30012,,,,3877,,,,,,,ROCKDALE,63677.57,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,1242734,,,,,,0
638 - DIABETES W CC,110095,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,FL - Tallahassee,21,17020.04,4928.42,4018.14,462,USCGeocoder,156.2677,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2746.55703770672,LinearInterpolationAddressRange,StreetSegment,95.3550295857988,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,31.4705132201228,-83.4914270641479,Relaxed,TwoThousandTen,76476,,,93036,1,45700,5000,5,9604.00,277,13,1,ResidenceStreetAddress,901,,E,18TH,ST,,,,,,TIFTON,GA,31793,,,,,,,,,,,,,,,,,,901,,E,18TH,ST,,,,,,TIFTON,GA,31793,,,,,,,,,,,,905-901,,,18th,St,E,,,Tifton,GA,31794,,,,,,,,,,Tifton,Tift,2746.56,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,87787218,,,,,,0
638 - DIABETES W CC,110104,CRISP REGIONAL HOSPITAL,902 7TH STREET NORTH,CORDELE,GA,31015,GA - Macon,16,10841.68,4505.56,3587.81,463,USCGeocoder,140.6322,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3915.63286209945,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,31.9767997879768,-83.7827607165533,Exact,TwoThousandTen,19616,,,90792,1,18380,3018,3,0101.00,081,13,1,ResidenceStreetAddress,902,,,7TH,ST,N,,,,,CORDELE,GA,31015,,,,,,,,,,,,,,,,,,902,,,7TH,ST,N,,,,,CORDELE,GA,31015,,,,,,,,,,,,900-998,,,7th,St,N,,,Cordele,GA,31015,,,,,,,,,,Cordele,Crisp,3915.63,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,15663420,,,,,,0
638 - DIABETES W CC,110107,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,GA - Macon,63,16408.46,5717.74,4719.82,464,USCGeocoder,93.7494,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1984.62060278631,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,32.8330569726232,-83.6361292206564,Exact,TwoThousandTen,49000,4680,,91892,0,31420,1082,1,0137.00,021,13,1,ResidenceStreetAddress,777,,,HEMLOCK,ST,,,,,,MACON,GA,31201,,,,,,,,,,,,,,,,,,777,,,HEMLOCK,ST,,,,,,MACON,GA,31201,,,,,,,,,,,,753-799,,,Hemlock,St,,,,Macon-Bibb County,GA,31201,,,,,,,,,,Macon West,Bibb,1984.62,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,81084085,,,,,,0
638 - DIABETES W CC,110115,ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,ATLANTA,GA,30312,GA - Atlanta,21,40282.52,6643,5943.76,465,USCGeocoder,125.0215,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3500.18613876693,LinearInterpolationAddressRange,StreetSegment,75.7396449704142,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,33.8060717424514,-84.3899301645562,Relaxed;Soundex,TwoThousandTen,04000,0520,,90144,0,12060,1004,1,0091.02,121,13,1,ResidenceStreetAddress,303,,,PARKWAY DRIVE,,NE,,,,,ATLANTA,GA,30312,,,,,,,,,,,,,,,,,,303,,,PARKWAY DRIVE,,NE,,,,,ATLANTA,GA,30312,,,,,,,,,,,,201-499,,,Parkdale,Way,NE,,,Atlanta,GA,30309,,,,,,,,,,Atlanta,Fulton,3500.19,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,17335747,,,,,,0
638 - DIABETES W CC,110122,SOUTH GEORGIA MEDICAL CENTER,2501 NORTH PATTERSON STREET PO BOX 1727,VALDOSTA,GA,31603,FL - Tallahassee,22,14970.45,5380.68,3870.13,466,USCGeocoder,109.3989,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2592.79645982478,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,30.8616170968537,-83.2887925787461,Relaxed,TwoThousandTen,78800,,,93168,0,46660,2004,2,0104.01,185,13,1,ResidenceStreetAddress,2501,,N,PATTERSON,ST,,,,,,VALDOSTA,GA,31603,,,,,,,,,,,,,,,,,,2501,,N,PATTERSON,ST,,,,,,VALDOSTA,GA,31603,,,,,,,,,,,,2501-2585,,N,Patterson,St,,,,Valdosta,GA,31602,,,,,,,,,,Valdosta,Lowndes,2592.8,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,87740715,,,,,,0
638 - DIABETES W CC,110125,FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,DUBLIN,GA,31021,GA - Macon,28,23272.42,6260.57,4615.92,467,USCGeocoder,125.0174,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,627930520.990082,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,32.4930694146958,-82.9390640404715,Relaxed;Soundex,TwoThousandTen,,0120,,90978,1,20140,3087,3,9508.00,175,13,4,ResidenceZIP,200,,,INDUSTRIAL,BLVD,,,,,,DUBLIN,GA,31021,,,,,,,,,,,,,,,,,,200,,,INDUSTRIAL,BLVD,,,,,,DUBLIN,GA,31021,,,,,,,,,,,,,,,,,,,,,GA,31021,,,,,,,,,,,,627930520.99,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,31021,,,,,,0
638 - DIABETES W CC,110128,MEADOWS REGIONAL MEDICAL CENTER,ONE MEADOWS PARKWAY,VIDALIA,GA,30474,GA - Savannah,12,17175.91,4443,3885,468,USCGeocoder,124.9945,1,4.1,,,09,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,365906759.254492,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,32.2383902086902,-82.4172752400438,Relaxed;Soundex,TwoThousandTen,79388,,,93192,1,47080,1039,1,9703.00,279,13,4,ResidenceZIP,1,,,MEADOWS,PKWY,,,,,,VIDALIA,GA,30474,,,,,,,,,,,,,,,,,,1,,,MEADOWS,PKWY,,,,,,VIDALIA,GA,30474,,,,,,,,,,,,,,,,,,,,,GA,30474,,,,,,,,,,,,365906759.25,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,30474,,,,,,0
