DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-03_beckykelley8_897,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100029,NORTH SHORE MEDICAL CENTER,1100 NW 95TH ST,MIAMI,FL,33150,FL - Miami,13,27309.38,4845.15,3770.53,141,USCGeocoder,218.7425,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,25.860407,-80.2147486,Exact,TwoThousandTen,57250,4992,33124,92158,0,33100,1004,1,0010.05,086,12,1,ResidenceStreetAddress,1100,,NW,95TH,ST,,,,,,MIAMI,FL,33150,,,,,,,,,,,,,,,,,,1100,,NW,95TH,ST,,,,,,MIAMI,FL,33150,,,,,,,,,,,,1100,,NW,95TH,ST,,,,miami,FL,33150,,,,,,,,,,,Miami-Dade,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,5750090,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100030,HEALTH CENTRAL,10000 W COLONIAL DR,OCOEE,FL,34761,FL - Orlando,13,14771.38,3740.84,2858.15,142,USCGeocoder,171.9044,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,28.5500008,-81.5285369,Exact,TwoThousandTen,,2020,,93705,0,36740,1019,1,0148.04,095,12,1,ResidenceStreetAddress,10000,,W,COLONIAL,DR,,,,,,OCOEE,FL,34761,,,,,,,,,,,,,,,,,,10000,,W,COLONIAL,DR,,,,,,OCOEE,FL,34761,,,,,,,,,,,,10000,,W,COLONIAL,DR,,,,Ocoee,FL,34761,,,,,,,,,,,orange,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,6219579,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100034,MOUNT SINAI MEDICAL CENTER,4300 ALTON RD,MIAMI BEACH,FL,33140,FL - Miami,19,25773.57,5078.52,4148.15,143,USCGeocoder,78.2065,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,25.8154556,-80.1382126,Relaxed,TwoThousandTen,45025,4992,33124,92171,0,33100,2009,2,0040.00,086,12,1,ResidenceStreetAddress,4300,,,ALTON,RD,,,,,,MIAMI BEACH,FL,33140,,,,,,,,,,,,,,,,,,4300,,,ALTON,RD,,,,,,MIAMI BEACH,FL,33140,,,,,,,,,,,,4300,,,ALTON,RD,,,,miami,FL,33140,,,,,,,,,,,Miami-Dade,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,5887380,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100038,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,HOLLYWOOD,FL,33021,FL - Miami,42,17462.71,4549.02,3839.73,144,USCGeocoder,109.3392,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2161.98898161971,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,26.0183079393115,-80.1807376335055,Exact,TwoThousandTen,32000,4992,22744,91508,0,33100,2014,2,0909.00,011,12,1,ResidenceStreetAddress,3501,,,JOHNSON,ST,,,,,,HOLLYWOOD,FL,33021,,,,,,,,,,,,,,,,,,3501,,,JOHNSON,ST,,,,,,HOLLYWOOD,FL,33021,,,,,,,,,,,,3599-3501,,,Johnson,St,,,,Hollywood,FL,33021,,,,,,,,,,Hollywood,Broward,2161.99,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,114717608,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100039,BROWARD HEALTH BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,FL,33316,FL - Fort Lauderdale,15,19650.93,5397.2,4720.13,145,USCGeocoder,124.9907,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,26.102007,-80.1392645,Exact,TwoThousandTen,24000,4992,22744,91098,0,33100,2028,2,0423.02,011,12,1,ResidenceStreetAddress,1600,,S,ANDREWS,AVE,,,,,,FORT LAUDERDALE,FL,33316,,,,,,,,,,,,,,,,,,1600,,S,ANDREWS,AVE,,,,,,FORT LAUDERDALE,FL,33316,,,,,,,,,,,,1600,,S,ANDREWS,AVE,,,,FORT LAUDERDALE,FL,33316,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1564005,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100040,ST VINCENT'S MEDICAL CENTER,1 SHIRCLIFF WAY,JACKSONVILLE,FL,32204,FL - Jacksonville,12,12939.58,3551.66,2894,146,USCGeocoder,78.0888,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.3062311,-81.6899966,Exact,TwoThousandTen,35000,3600,,91646,0,27260,2022,2,0171.00,031,12,1,ResidenceStreetAddress,1,,,SHIRCLIFF,WAY,,,,,,JACKSONVILLE,FL,32204,,,,,,,,,,,,,,,,,,1,,,SHIRCLIFF,WAY,,,,,,JACKSONVILLE,FL,32204,,,,,,,,,,,,1,,,SHIRCLIFF,WAY,,,,JACKSONVILLE,FL,32204,,,,,,,,,,,Duval,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2619359,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100047,CHARLOTTE REGIONAL MEDICAL CENTER,809 E MARION AVE,PUNTA GORDA,FL,33950,FL - Fort Myers,12,16524.75,3467,2531.66,147,USCGeocoder,109.3754,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,26.9412782,-82.0401484,Relaxed,TwoThousandTen,59200,6580,,92899,0,39460,1033,1,0103.02,015,12,1,ResidenceStreetAddress,809,,E,MARION,AVE,,,,,,PUNTA GORDA,FL,33950,,,,,,,,,,,,,,,,,,809,,E,MARION,AVE,,,,,,PUNTA GORDA,FL,33950,,,,,,,,,,,,809,,E,MARION,AVE,,,,charlotte,FL,33950,,,,,,,,,,,Charlotte,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1165086,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100052,WINTER HAVEN HOSPITAL,200 AVE F NE,WINTER HAVEN,FL,33881,FL - Orlando,12,20067.58,3734.33,2690.25,148,USCGeocoder,109.3844,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2865.38572783466,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,28.0276033229831,-81.7268412987216,Exact,TwoThousandTen,,2020,,93718,0,29460,1009,1,0137.01,105,12,1,ResidenceStreetAddress,200,,,F,,NE,,,,,WINTER HAVEN,FL,33881,,,,,,,,,,,,AVE,,,,,AVE,200,,,F,,NE,,,,,WINTER HAVEN,FL,33881,,,,,,,,,,,,200-298,,,F,,NE,,,Winter Haven,FL,33881,,,,,,,,,,Winter Haven-Auburndale,Polk,2865.39,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,104887362,,,Ave,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100067,ST ANTHONY'S HOSPITAL,1200 7TH AVENUE NORTH,SAINT PETERSBUR,FL,33705,FL - St. Petersburg,14,16620.42,3616.85,2753.92,149,USCGeocoder,187.4613,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,27.7785131,-82.6508416,Relaxed,TwoThousandTen,63000,8280,,93042,0,45300,2025,2,0234.00,103,12,1,ResidenceStreetAddress,1200,,,7TH,AVE,N,,,,,SAINT PETERSBUR,FL,33705,,,,,,,,,,,,,,,,,,1200,,,7TH,AVE,N,,,,,SAINT PETERSBUR,FL,33705,,,,,,,,,,,,1200,,,7TH,AVE,N,,,pinellas,FL,33705,,,,,,,,,,,Pinellas,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,8244992,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100070,VENICE REGIONAL MEDICAL CENTER,540 THE RIALTO,VENICE,FL,34285,FL - Sarasota,11,11195.72,3346.9,2532.36,150,USCGeocoder,93.7553,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,27.0910015,-82.4449801,Exact,TwoThousandTen,73900,7510,,93484,0,35840,1033,1,0024.01,115,12,1,ResidenceStreetAddress,540,,,THE RIALTO,,,,,,,VENICE,FL,34285,,,,,,,,,,,,,,,,,,540,,,THE RIALTO,,,,,,,VENICE,FL,34285,,,,,,,,,,,,540,,,THE RIALTO,,,,,Venice,FL,34285,,,,,,,,,,,Sarasota,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,8762279,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100075,ST JOSEPH'S HOSPITAL,3001 W MARTIN LUTHER KING JR BLVD,TAMPA,FL,33677,FL - Tampa,33,20804.69,4113.9,3333.66,151,USCGeocoder,171.8566,1,4.1,,,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,60,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,1,27.966235,-82.520188,Relaxed;Soundex,TwoThousandTen,71000,8280,,93367,0,45300,2044,2,0026.00,057,12,5,POBoxZIP,3001,,W,MARTIN LUTHER KING,BLVD,,,,,,TAMPA,FL,33677,,,,,,,,,,,,,,,,,,3001,,W,MARTIN LUTHER KING,BLVD,,,,,,TAMPA,FL,33677,,,,,,,,,,,,,,,,,,,,Tampa,FL,33677,,,,,,,,,,,Hillsborough,0,Meters,,SOURCE_NAME_ZIPCODEDOWNLOAD_ZIPS2013,2013,,,ZIPCode,33677,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100080,JFK MEDICAL CENTER,5301 S CONGRESS AVE,ATLANTIS,FL,33462,FL - Fort Lauderdale,20,24980.25,3868.15,3086.95,152,USCGeocoder,78.1322,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,26.5987974,-80.0914611,Exact,TwoThousandTen,02500,8960,48424,91872,0,33100,1051,1,0049.02,099,12,1,ResidenceStreetAddress,5301,,S,CONGRESS,AVE,,,,,,ATLANTIS,FL,33462,,,,,,,,,,,,,,,,,,5301,,S,CONGRESS,AVE,,,,,,ATLANTIS,FL,33462,,,,,,,,,,,,5301,,S,CONGRESS,AVE,,,,Atlantis,FL,33462,,,,,,,,,,,palm,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,7314188,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100084,LEESBURG REGIONAL MEDICAL CENTER,600 E DIXIE AVE,LEESBURG,FL,34748,FL - Orlando,14,18967.71,3507.42,2541.71,153,USCGeocoder,140.6113,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,94.8520710059172,FeatureClassBased,ReturnAll,,AddressPoint,,,1,28.8088153,-81.8692174,Relaxed,TwoThousandTen,,2020,,91911,0,36740,1043,1,0306.02,069,12,1,ResidenceStreetAddress,600,,E,DIXIE,AVE,,,,,,LEESBURG,FL,34748,,,,,,,,,,,,,,,,,,600,,E,DIXIE,AVE,,,,,,LEESBURG,FL,34748,,,,,,,,,,,,600,,,DIXIE,AVE,,,,lake,FL,34748,,,,,,,,,,,Lake,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,4221962,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100086,BROWARD HEALTH NORTH BROWARD MEDICAL CENTER,201 E SAMPLE RD,POMPANO BEACH,FL,33064,FL - Fort Lauderdale,18,15450.83,3953.94,3120.66,154,USCGeocoder,62.4864,1,4.1,,,02,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,ExactParcelCentroid,,,1,26.2769642453003,-80.1213464014424,Relaxed,TwoThousandTen,16725,4992,22744,90806,0,33100,3012,3,0107.02,011,12,1,ResidenceStreetAddress,201,,E,SAMPLE,RD,,,,,,POMPANO BEACH,FL,33064,,,,,,,,,,,,,,,,,,201,,E,SAMPLE,RD,,,,,,POMPANO BEACH,FL,33064,,,,,,,,,,,,201,,E,SAMPLE,RD,,,,DEERFIELD BEACH,FL,33064,,,,,,,,,,,BROWARD,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2016,,,ParcelID,45835,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100087,SARASOTA MEMORIAL HOSPITAL,1700 S TAMIAMI TRL,SARASOTA,FL,34239,FL - Sarasota,11,13675.27,3637,2616.63,155,USCGeocoder,93.7293,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,27.3188048,-82.5327912,Exact,TwoThousandTen,64175,7510,,93107,0,35840,2025,2,0005.01,115,12,1,ResidenceStreetAddress,1700,,S,TAMIAMI,TRL,,,,,,SARASOTA,FL,34239,,,,,,,,,,,,,,,,,,1700,,S,TAMIAMI,TRL,,,,,,SARASOTA,FL,34239,,,,,,,,,,,,1700,,S,TAMIAMI,TRL,,,,Sarasota,FL,34239,,,,,,,,,,,Sarasota,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,8636414,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100088,BAPTIST MEDICAL CENTER,800 PRUDENTIAL DR,JACKSONVILLE,FL,32207,FL - Jacksonville,21,34261.09,4826.95,3804.38,156,USCGeocoder,109.384,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.315327,-81.6640988,Exact,TwoThousandTen,35000,3600,,91642,0,27260,2021,2,0008.00,031,12,1,ResidenceStreetAddress,800,,,PRUDENTIAL,DR,,,,,,JACKSONVILLE,FL,32207,,,,,,,,,,,,,,,,,,800,,,PRUDENTIAL,DR,,,,,,JACKSONVILLE,FL,32207,,,,,,,,,,,,800,,,PRUDENTIAL,DR,,,,JACKSONVILLE,FL,32207,,,,,,,,,,,Duval,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,2731693,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100090,FLAGLER HOSPITAL,400 HEALTH PARK BLVD,SAINT AUGUSTINE,FL,32086,FL - Jacksonville,13,15901.07,4147.69,3456,157,USCGeocoder,93.6884,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,29.8633691,-81.3171692,Exact,TwoThousandTen,,2020,,93016,0,27260,1026,1,0213.02,109,12,1,ResidenceStreetAddress,400,,,HEALTH PARK,BLVD,,,,,,SAINT AUGUSTINE,FL,32086,,,,,,,,,,,,,,,,,,400,,,HEALTH PARK,BLVD,,,,,,SAINT AUGUSTINE,FL,32086,,,,,,,,,,,,400,,,HEALTH PARK,BLVD,,,,Saint Augustine,FL,32086,,,,,,,,,,,St. Johns,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,9098484,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100092,WUESTHOFF MEDICAL CENTER  ROCKLEDGE,110 LONGWOOD AVE,ROCKLEDGE,FL,32955,FL - Orlando,29,11522.86,3657.17,2645.55,158,USCGeocoder,93.7965,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,28.3352291,-80.7231976,Exact,TwoThousandTen,61500,4900,,90624,0,37340,2025,2,0628.00,009,12,1,ResidenceStreetAddress,110,,,LONGWOOD,AVE,,,,,,ROCKLEDGE,FL,32955,,,,,,,,,,,,,,,,,,110,,,LONGWOOD,AVE,,,,,,ROCKLEDGE,FL,32955,,,,,,,,,,,,110,,,LONGWOOD,AVE,,,,ROCKLEDGE,FL,32955,,,,,,,,,,,Brevard,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,369314,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100105,INDIAN RIVER MEDICAL CENTER,1000 36TH ST,VERO BEACH,FL,32960,FL - Orlando,12,11371.66,3806.83,2989.41,159,USCGeocoder,234.3324,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,27.6586014,-80.393883,Exact,TwoThousandTen,25925,,,93510,0,42680,1019,1,0503.01,061,12,1,ResidenceStreetAddress,1000,,,36TH,ST,,,,,,VERO BEACH,FL,32960,,,,,,,,,,,,,,,,,,1000,,,36TH,ST,,,,,,VERO BEACH,FL,32960,,,,,,,,,,,,1000,,,36TH,ST,,,,VERO BEACH,FL,32960,,,,,,,,,,,Indian River,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,4053502,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100113,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,1600 SW ARCHER RD,GAINESVILLE,FL,32610,FL - Gainesville,20,15817.25,6195.1,5350.9,160,USCGeocoder,78.1306,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,29.6398956,-82.3434091,Exact,TwoThousandTen,25175,2900,,91248,0,23540,1006,1,0009.02,001,12,1,ResidenceStreetAddress,1600,,SW,ARCHER,RD,,,,,,GAINESVILLE,FL,32610,,,,,,,,,,,,,,,,,,1600,,SW,ARCHER,RD,,,,,,GAINESVILLE,FL,32610,,,,,,,,,,,,1600,,SW,ARCHER,RD,,,,GAINESVILLE,FL,32610,,,,,,,,,,,ALACHUA,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,103004,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100124,SANTA ROSA MEDICAL CENTER,6002 BERRYHILL RD,MILTON,FL,32570,FL - Pensacola,45,7873.2,3762.11,3013.84,161,USCGeocoder,78.128,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,30.6349522,-87.0666404,Exact,TwoThousandTen,45750,6080,,92223,0,37860,2086,2,0105.04,113,12,1,ResidenceStreetAddress,6002,,,BERRYHILL,RD,,,,,,MILTON,FL,32570,,,,,,,,,,,,,,,,,,6002,,,BERRYHILL,RD,,,,,,MILTON,FL,32570,,,,,,,,,,,,6002,,,BERRYHILL,RD,,,,Milton,FL,32570,,,,,,,,,,,Santa Rosa,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,8514840,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100127,MORTON PLANT HOSPITAL,300 PINELLAS ST,CLEARWATER,FL,33756,FL - Clearwater,46,10757.58,3656.04,2933.56,162,USCGeocoder,93.736,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,27.9528034,-82.803272,Relaxed,TwoThousandTen,,2020,,90572,0,45300,2012,2,0259.00,103,12,1,ResidenceStreetAddress,300,,,PINELLAS,ST,,,,,,CLEARWATER,FL,33756,,,,,,,,,,,,,,,,,,300,,,PINELLAS,ST,,,,,,CLEARWATER,FL,33756,,,,,,,,,,,,300,,,PINELLAS,ST,,,,pinellas,FL,33756,,,,,,,,,,,Pinellas,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,8279157,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100128,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIRCLE,TAMPA,FL,33606,FL - Tampa,20,28027.55,5523.05,4930.35,163,USCGeocoder,93.7466,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,27.9375296,-82.4592851,Relaxed,TwoThousandTen,71000,8280,,93367,0,45300,4002,4,0054.01,057,12,1,ResidenceStreetAddress,1,,,TAMPA GENERAL,CIR,,,,,,TAMPA,FL,33606,,,,,,,,,,,,,,,,,,1,,,TAMPA GENERAL,CIR,,,,,,TAMPA,FL,33606,,,,,,,,,,,,1,,,TAMPA GENERAL,CIR,,,,hillsborough,FL,33606,,,,,,,,,,,Hillsborough,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,3411925,,,,,,0
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,100131,AVENTURA HOSPITAL AND MEDICAL CENTER,20900 BISCAYNE BLVD,AVENTURA,FL,33180,FL - Miami,60,17626.96,3763.23,3259.16,164,USCGeocoder,62.4846,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,AddressPoint,,,1,25.9700454,-80.1453381,Relaxed,TwoThousandTen,02681,4992,33124,92158,0,33100,1000,1,0001.34,086,12,1,ResidenceStreetAddress,20900,,,BISCAYNE,BLVD,,,,,,AVENTURA,FL,33180,,,,,,,,,,,,,,,,,,20900,,,BISCAYNE,BLVD,,,,,,AVENTURA,FL,33180,,,,,,,,,,,,20900,,,BISCAYNE,BLVD,,,,miami,FL,33180,,,,,,,,,,,Miami-Dade,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,5522142,,,,,,0
