DRGDefinition,ProviderId,ProviderName,ProviderStreetAddress,ProviderCity,ProviderState,ProviderZipCode,HospitalReferralRegionDescription,TotalDischarges,AverageCoveredCharges,AverageTotalPayments,AverageMedicarePayments,AUTO_UNIQUE_ID_2018-07-03_kojoball41_418,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPostOfficeBoxType,FPostOfficeBoxNumber,FPrimaryIdField,FPrimaryIdValue,FSecondaryIDField,FSecondaryIDValue,FPreType,FPreArticle,FPostArticle,FGeometrySRID,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208,NY - Albany,20,34671.8,9583.55,7950.75,602,USCGeocoder,671.8759,1,4.1,,,0,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,RoofTop,,,6,42.6576,-73.8035,Exact,TwoThousandTen,1000,160,,1000,0,10580,4015,4,17,1,36,1,ResidenceStreetAddress,315,,S,MANNING,BLVD,,,,,,ALBANY,NY,12208,,,,,,,,,,,,,,,,,,315,,S,MANNING,BLVD,,,,,,ALBANY,NY,12208,,,,,,,,,,,,315,,S,MANNING,BLVD,,,,Albany,NY,12208,,,,,,,,,,,Albany,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2017,,,ParcelID,ALBA022108,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,12,79074.33,21532.25,18929.83,603,USCGeocoder,156.2333,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.99408284,FeatureClassBased,ReturnAll,,AddressPoint,,,1,40.8798639,-73.8798951,Relaxed;Soundex,TwoThousandTen,51000,5602,35644,8510,0,35620,1000,1,421,5,36,1,ResidenceStreetAddress,111,,E,210TH,ST,,,,,,BRONX,NY,10467,,,,,,,,,,,,,,,,,,111,,E,210TH,ST,,,,,,BRONX,NY,10467,,,,,,,,,,,,111,,E,210,ST,,,,new york,NY,10467,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,622857,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,NY - White Plains,13,40500.23,11540,10420.3,604,USCGeocoder,671.8821,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3686.723517,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,40.94167843,-73.83648599,Exact,TwoThousandTen,8532,5602,35644,21820,0,35620,4003,4,46,119,36,1,ResidenceStreetAddress,55,,,PALMER,AVE,,,,,,BRONXVILLE,NY,10708,,,,,,,,,,,,,,,,,,55,,,PALMER,AVE,,,,,,BRONXVILLE,NY,10708,,,,,,,,,,,,Sep-63,,,Palmer,Ave,,,,Bronxville,NY,10708,,,,,,,,,,Eastchester,Westchester,3686.72,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,139842282,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,63,44973.68,18946.65,17531.95,605,USCGeocoder,109.3758,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.93491124,FeatureClassBased,ReturnAll,,AddressPoint,,,1,40.7643467,-73.9545079,Relaxed;Soundex,TwoThousandTen,51000,5602,35644,44919,0,35620,1002,1,116,61,36,1,ResidenceStreetAddress,525,,E,68TH,ST,,,,,,NEW YORK,NY,10021,,,,,,,,,,,,,,,,,,525,,E,68TH,ST,,,,,,NEW YORK,NY,10021,,,,,,,,,,,,525,,E,68,ST,,,,new york,NY,10065,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,958729,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,28,66077.07,15952.57,13772.75,606,USCGeocoder,640.6199,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3447.183276,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,40.77624277,-73.7029467,Exact,TwoThousandTen,44897,5602,35004,53000,0,35620,2018,2,3018,59,36,1,ResidenceStreetAddress,300,,,COMMUNITY,DR,,,,,,MANHASSET,NY,11030,,,,,,,,,,,,,,,,,,300,,,COMMUNITY,DR,,,,,,MANHASSET,NY,11030,,,,,,,,,,,,300-398,,,Community,Dr,,,,Manhasset,NY,11030,,,,,,,,,,North Hempstead,Nassau,3447.18,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,639423242,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,NY - East Long Island,18,56956.55,12596.55,11717.88,607,USCGeocoder,546.8838,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,RoofTop,,,1,40.9342,-72.6736,Exact,TwoThousandTen,61973,5602,35004,61984,0,35620,2029,2,1699.01,103,36,1,ResidenceStreetAddress,1300,,,ROANOKE,AVE,,,,,,RIVERHEAD,NY,11901,,,,,,,,,,,,,,,,,,1300,,,ROANOKE,AVE,,,,,,RIVERHEAD,NY,11901,,,,,,,,,,,,1300,,,ROANOKE,AVE,,,,Riverhead,NY,11901,,,,,,,,,,,Suffolk,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2017,,,ParcelID,SUFF104644,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,13,51427.07,15213,14516.38,608,USCGeocoder,312.4936,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,40.7739651,-73.9608837,Exact,TwoThousandTen,51000,5602,35644,44919,0,35620,4000,4,128,61,36,1,ResidenceStreetAddress,100,,E,77TH,ST,,,,,,NEW YORK,NY,10021,,,,,,,,,,,,,,,,,,100,,E,77TH,ST,,,,,,NEW YORK,NY,10021,,,,,,,,,,,,100,,E,77,ST,,,,new york,NY,10021,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,464933,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,13,50306.23,11960.84,10928.23,609,USCGeocoder,656.2556,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,41.441833,-74.3681453,Exact,TwoThousandTen,,160,,77992,0,39100,1072,1,112,71,36,1,ResidenceStreetAddress,707,,E,MAIN,ST,,,,,,MIDDLETOWN,NY,10940,,,,,,,,,,,,,,,,,,707,,E,MAIN,ST,,,,,,MIDDLETOWN,NY,10940,,,,,,,,,,,,707,,E,MAIN,ST,,,,MIDDLETOWN,NY,10940,,,,,,,,,,,Orange,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,1615840,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,NY - Syracuse,32,27111.9,11717.21,9755.62,610,USCGeocoder,812.4916,1,4.1,,,0,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,RoofTop,,,5,43.0559,-76.1495,Exact,TwoThousandTen,73000,8160,,73000,0,45060,2005,2,23,67,36,1,ResidenceStreetAddress,301,,,PROSPECT,AVE,,,,,,SYRACUSE,NY,13203,,,,,,,,,,,,,,,,,,301,,,PROSPECT,AVE,,,,,,SYRACUSE,NY,13203,,,,,,,,,,,,301,,,PROSPECT,AVE,,UNIT,2121,Syracuse,NY,13203,,,,,,,,,,,Onondaga,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2017,,,ParcelID,ONON192520,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,NY - East Long Island,12,93418.83,14465.58,10485.91,611,USCGeocoder,562.4976,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.99408284,FeatureClassBased,ReturnAll,,RoofTop,,,1,40.7801,-72.9766,Relaxed,TwoThousandTen,22733,5602,35004,10000,0,35620,1009,1,1591.02,103,36,1,ResidenceStreetAddress,101,,,HOSPITAL,RD,,,,,,PATCHOGUE,NY,11772,,,,,,,,,,,,,,,,,,101,,,HOSPITAL,RD,,,,,,PATCHOGUE,NY,11772,,,,,,,,,,,,101,,,HOSPITAL,RD,,UNIT,AOR,Brookhaven,NY,11772,,,,,,,,,,,Suffolk,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2017,,,ParcelID,SUFF491645,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,13,47608.61,16009,15138.23,612,USCGeocoder,703.1384,1,4.1,,,0,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.99408284,FeatureClassBased,ReturnAll,,RoofTop,,,2,40.58452528,-74.08561254,Relaxed,TwoThousandTen,51000,5602,35644,70915,0,35620,1005,1,70,85,36,1,ResidenceStreetAddress,475,,,SEAVIEW,AVE,,,,,,STATEN ISLAND,NY,10305,,,,,,,,,,,,,,,,,,475,,,SEAVIEW,AVE,,,,,,STATEN ISLAND,NY,10305,,,,,,,,,,,,475,,,SEAVIEW,AVE,,,,New York,NY,10305,,,,,,,,,,,,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2017,,,ParcelID,9204327,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NY - East Long Island,28,54357.75,15018.32,13413.78,613,USCGeocoder,406.2508,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1210.888323,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,40.74160599,-73.64331076,Exact,TwoThousandTen,47636,5602,35004,53000,0,35620,5001,5,3036,59,36,1,ResidenceStreetAddress,259,,,FIRST,ST,,,,,,MINEOLA,NY,11501,,,,,,,,,,,,,,,,,,259,,,FIRST,ST,,,,,,MINEOLA,NY,11501,,,,,,,,,,,,247-259,,,1st,St,,,,Mineola,NY,11501,,,,,,,,,,North Hempstead,Nassau,1210.89,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,147834026,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,13,67580.61,18295.76,16953.92,614,USCGeocoder,140.6195,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,62.89940828,FeatureClassBased,ReturnAll,,AddressPoint,,,1,40.6195277,-74.1544004,Relaxed;Soundex,TwoThousandTen,51000,5602,35644,70915,0,35620,4008,4,303.02,85,36,1,ResidenceStreetAddress,1,,,AT 16TH,ST,,,,,,NEW YORK,NY,10003,,,,,,,,,,,,AVE,,,,,AVE,1,,,AT 16TH,ST,,,,,,NEW YORK,NY,10003,,,,,,,,,,,,1,,,ADA,DR,,,,new york,NY,10303,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,530043,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330182,ST FRANCIS HOSPITAL ROSLYN,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NY - East Long Island,21,46883.23,11829.38,9967.76,615,USCGeocoder,687.4961,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1516.953248,LinearInterpolationAddressRange,StreetSegment,98.99408284,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,40.80579813,-73.66891217,Relaxed,TwoThousandTen,26352,5602,35004,53000,0,35620,4016,4,3016,59,36,1,ResidenceStreetAddress,100,,,PORT WASHINGTON,BLVD,,,,,,ROSLYN,NY,11576,,,,,,,,,,,,,,,,,,100,,,PORT WASHINGTON,BLVD,,,,,,ROSLYN,NY,11576,,,,,,,,,,,,100-122,,,Port Washington,Blvd,,,,Flower Hill,NY,11576,,,,,,,,,,North Hempstead,Nassau,1516.95,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,,,tlid,147838684,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,20,39314.2,11151.1,10080.5,616,USCGeocoder,578.119,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.99408284,FeatureClassBased,ReturnAll,,RoofTop,,,1,40.9392,-73.0544,Relaxed,TwoThousandTen,59355,5602,35004,10000,0,35620,4011,4,1582.07,103,36,1,ResidenceStreetAddress,75,,N,COUNTRY,RD,,,,,,PORT JEFFERSON,NY,11777,,,,,,,,,,,,,,,,,,75,,N,COUNTRY,RD,,,,,,PORT JEFFERSON,NY,11777,,,,,,,,,,,,75,,N,COUNTRY,RD,,,,Brookhaven,NY,11777,,,,,,,,,,,Suffolk,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2017,,,ParcelID,SUFF505025,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,NY - Albany,14,22703.78,9210.35,8327.78,617,USCGeocoder,687.4997,1,4.1,,,0,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,RoofTop,,,2,43.3067,-73.6463,Exact,TwoThousandTen,29333,2975,,29333,0,24020,1002,1,701,113,36,1,ResidenceStreetAddress,100,,,PARK,ST,,,,,,GLENS FALLS,NY,12801,,,,,,,,,,,,,,,,,,100,,,PARK,ST,,,,,,GLENS FALLS,NY,12801,,,,,,,,,,,,100,,,PARK,ST,,UNIT,3,Glens Falls,NY,12801,,,,,,,,,,,Warren,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2017,,,ParcelID,WARR035298,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,17,64042.47,20755.52,20024.94,618,USCGeocoder,343.726,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,98.99408284,FeatureClassBased,ReturnAll,,AddressPoint,,,1,40.6393605,-73.9986682,Relaxed;Soundex,TwoThousandTen,51000,5602,35644,10022,0,35620,3001,3,114,47,36,1,ResidenceStreetAddress,4802,,,TENTH,AVE,,,,,,BROOKLYN,NY,11219,,,,,,,,,,,,,,,,,,4802,,,TENTH,AVE,,,,,,BROOKLYN,NY,11219,,,,,,,,,,,,4802,,,10,AVE,,,,new york,NY,11219,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,551055,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NY - East Long Island,15,44633.26,18342.86,17370.33,619,USCGeocoder,140.6184,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,60.53254438,FeatureClassBased,ReturnAll,,AddressPoint,,,1,40.7488449,-73.7023805,Relaxed;Soundex,TwoThousandTen,51000,5602,35644,60323,0,35620,6009,6,1579.01,81,36,1,ResidenceStreetAddress,270,5,,76TH,AVE,,,,,,NEW HYDE PARK,NY,11040,,,,,,,,,,,,,,,,,,270,5,,76TH,AVE,,,,,,NEW HYDE PARK,NY,11040,,,,,,,,,,,,270-05,,,79,AVE,,,,new york,NY,11040,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,194878,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island,14,54535.07,12124.78,11082.78,620,USCGeocoder,703.1234,1,4.1,,,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,13576634.5,ArealInterpolationGeometricCentroid,ZCTA,60,FeatureClassBased,ReturnAll,,ZCTACentroid,,,1,40.63234528,-73.63682658,Relaxed;Soundex,TwoThousandTen,54441,5602,35004,34000,0,35620,7015,7,4133,59,36,4,ResidenceZIP,1,,,HEALTHY,WAY,,,,,,OCEANSIDE,NY,11572,,,,,,,,,,,,,,,,,,1,,,HEALTHY,WAY,,,,,,OCEANSIDE,NY,11572,,,,,,,,,,,,,,,,,,,,,NY,11572,,,,,,,,,,,,13576634.5,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,,,zcta5ce10,11572,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,NY - Syracuse,15,19427.93,12095.73,10446.73,621,USCGeocoder,750.0268,1,4.1,,,0,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,RoofTop,,,5,43.0414,-76.1392,Exact,TwoThousandTen,73000,8160,,73000,0,45060,1001,1,43.01,67,36,1,ResidenceStreetAddress,736,,,IRVING,AVE,,,,,,SYRACUSE,NY,13210,,,,,,,,,,,,,,,,,,736,,,IRVING,AVE,,,,,,SYRACUSE,NY,13210,,,,,,,,,,,,736,,,IRVING,AVE,,REAR,,Syracuse,NY,13210,,,,,,,,,,,Onondaga,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2017,,,ParcelID,ONON059849,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,12,67909.41,19242.83,15444.16,622,USCGeocoder,1234.3794,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,1,40.7423032,-73.9743014,Exact,TwoThousandTen,51000,5602,35644,44919,0,35620,1000,1,62,61,36,1,ResidenceStreetAddress,550,,,FIRST,AVE,,,,,,NEW YORK,NY,10016,,,,,,,,,,,,,,,,,,550,,,FIRST,AVE,,,,,,NEW YORK,NY,10016,,,,,,,,,,,,550,,,1,AVE,,,,new york,NY,10016,,,,,,,,,,,,0,Meters,,SOURCE_OPENADDRESSES,2017,,,uniqueId,114662,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330235,AUBURN COMMUNITY HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,NY - Syracuse,18,24787.27,10815.44,10008.55,623,USCGeocoder,671.8642,1,4.1,,,0,AddressPoint,Ambiguous,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,RoofTop,,,2,42.9414,-76.5645,Exact,TwoThousandTen,3078,8160,,3078,1,12180,2008,2,414,11,36,1,ResidenceStreetAddress,17,,,LANSING,ST,,,,,,AUBURN,NY,13021,,,,,,,,,,,,,,,,,,17,,,LANSING,ST,,,,,,AUBURN,NY,13021,,,,,,,,,,,,17,,,LANSING,ST,,,,Auburn,NY,13021,,,,,,,,,,,Cayuga,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2017,,,ParcelID,CAYU017559,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,13501,NY - Elmira,27,26863.18,10402.81,9571.4,624,USCGeocoder,546.8751,1,4.1,,,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,RoofTop,,,1,43.0835,-75.267,Exact,TwoThousandTen,76540,8680,,76540,0,46540,1003,1,217.01,65,36,1,ResidenceStreetAddress,2209,,,GENESEE,ST,,,,,,UTICA,NY,13501,,,,,,,,,,,,,,,,,,2209,,,GENESEE,ST,,,,,,UTICA,NY,13501,,,,,,,,,,,,2209,,,GENESEE,ST,,,,Utica,NY,13501,,,,,,,,,,,Oneida,0,Meters,,SOURCE_COUNTY_PARCEL_DATA,2017,,,ParcelID,ONEI020218,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,NY - White Plains,13,47929.61,14417.69,13554.3,625,USCGeocoder,624.9851,1,4.1,,,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2631.387346,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,41.10472131,-73.86058364,Exact,TwoThousandTen,67638,5602,35644,49011,0,35620,2009,2,117,119,36,1,ResidenceStreetAddress,701,,N,BROADWAY,,,,,,,SLEEPY HOLLOW,NY,10591,,,,,,,,,,,,,,,,,,701,,N,BROADWAY,,,,,,,SLEEPY HOLLOW,NY,10591,,,,,,,,,,,,799-701,,N,Broadway,,,,,Sleepy Hollow,NY,10591,,,,,,,,,,Mount Pleasant,Westchester,2631.39,Meters,,SOURCE_CENSUS_TIGERLINES_2016,2016,,,tlid,139767063,,,,,,0,,,,,,
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,CT - New Haven,11,47959.18,11538.72,10618.36,626,USCGeocoder,562.5043,1,4.1,,,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,175011.7415,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,1,41.38351377,-73.66318277,Exact,TwoThousandTen,,160,35644,12529,0,35620,3000,3,116,79,36,1,ResidenceStreetAddress,670,,,STONELEIGH,AVE,,,,,,CARMEL,NY,10512,,,,,,,,,,,,,,,,,,670,,,STONELEIGH,AVE,,,,,,CARMEL,NY,10512,,,,,,,,,,,,670,,,STONELEIGH,AVE,,,,Carmel Hamlet,NY,10512,,,,3997,,,,,,,PUTNAM,175011.74,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,,,UniqueId,1237770,,,,,,0,,,,,,
